,unique_id,city,job_qry,job_title,company_name,summary,link,date,period,min_salary,max_salary,min_ago
8880,p_3fdc601286a566fa,Chicago,business+analyst,Salesforce Commerce Cloud Senior Business Analyst,Accenture,"Salesforce Commerce Cloud Senior Business Analyst. Assist with gap analysis, business process redesign, roadmap planning and developing proof-of-concepts....",https://www.indeed.com/rc/clk?jk=3fdc601286a566fa&fccid=a4e4e2eaf26690c9&vjs=3,30+ days ago,year,85000.0,127000.0,43200
8881,p_bc5b1b3146c0def6,Chicago,business+analyst,SAP Business Systems Analyst - Operations/MII/Plant Maintenance,Molex,"Provides leadership by working closely with business function areas to understand business processes, review current systems, and define data requirements....",https://www.indeed.com/rc/clk?jk=bc5b1b3146c0def6&fccid=de113fe345574782&vjs=3,30+ days ago,year,54000.0,81000.0,43200
8885,p_0f4d140c588977a9,Chicago,business+analyst,Salesforce Sr. Business Analyst / Scrum Master,Eagle Creek Software Services,"Eagle creek is seeking a Salesforce.com Business Analyst to support sales and delivery teams on the Sales Cloud, Service Cloud, Marketing Cloud and force.com...",https://www.indeed.com/rc/clk?jk=0f4d140c588977a9&fccid=9519b78d91690a4e&vjs=3,30+ days ago,year,87000.0,131000.0,43200
8887,p_6f45da05fed7bed2,Chicago,business+analyst,Senior Business Systems Analyst - SAP TM,Chamberlain Group Inc,Business Systems Analyst - Transportation will engage business stakeholders to:. Business Systems Analyst - Transportation Experience:....,https://www.indeed.com/rc/clk?jk=6f45da05fed7bed2&fccid=4e687c955aa6350e&vjs=3,30+ days ago,year,78000.0,115000.0,43200
8888,p_a8445efa0ffecd37,Chicago,business+analyst,"SAP Senior Business Analyst - (CRM,SD,PSL Pricing/TPM)",Capgemini,The Senior Business Analyst for Sales is responsible for bringing new system-enabled business capabilities to the organization's business unit (s)....,https://www.indeed.com/rc/clk?jk=a8445efa0ffecd37&fccid=105ecfd0283f415f&vjs=3,30+ days ago,year,109000.0,162000.0,43200
8890,pj_c273061c365d7f8f,Chicago,business+analyst,Business Analyst - Telecom and Call Center Technology,HUB International,"Department Business Operations. Bachelor’s degree in a Business or Technology field is preferred. Lead discovery with Hub End-User Sites to collect, refine, and...",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CAkWo6yFjr1GEpq4XG3zBhvaUA6lTkVByY1U3N7NzADppBR-u2mIVLL87XIeywlXvaQMlBRB1uieBQT9MyPt5_sVQzKLDrfFCsRlu_OYaLrH0uX0qsRNm6vRVXUZUrBMRJSOMihrdYrnNHzTVqIJtG6Zfys-Hglj-ycMJM2Qr3B8G_bkVaQfz8nFSc1K1AofcxCzFIYK_EnJdw_v-dhiWqcZkgM3aMKkCjSE97h-leRW7rXY9ETv5kaTtRGnJ-gcMosvNEKDngf_eMwKLBVu0Lw73yejZ7qIIjr9NspCJSNY9ZKF3bhoQ6MZkoqHa9kOE6hdYDNNx31tNciwfMxVrUUWEzYUZ8Uw5Exoc1sP4eN2m7Y0eMbXOK1FuIbR8L2c1-VnQfgsMymMzdMCSv8epsk1Q7863PSPmBlCXm5sEddEAhntUpF1G1Cdo8D9rBKLpZYaQmi5LvK93J7MpHx6Ni0moYw1ujOCTDZsM9c4PHZYEr-o9PDUbTZU1KtT9Aacg5mfEOZbRuS-ViE_8bDkK4jQWYki57Qng6F-tjF_FCJOf2NI8XjgJU5wTKddCZfc5lHZCyL6ghiJz0TGJHwZak8gxbsVMpJ3g=&p=11&fvj=0&vjs=3,9 hours ago,hour,66560.0,95680.0,540
8896,pj_f379fbda11ec5826,Chicago,business+analyst,System Administrator/Business Analyst,www.dutchfarms.com,"As part of the Business Analyst role, this position will be involved with the implementation and oversight of business intelligence and reporting solutions for...",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Agb2j4kPibawpJmYOWaIQRQ372_KxNl165yfERCZgdXbjxpVzX5TyeyoGECtkL8WIQcTqq9M6FcjhBmSWUpZvND0bmkZjUe_mQPBbjkzIET-PIcmcUOmYy8XK-oqUtvhAuFUpZwoN2qBDUoS9wdZkZBYgAKqFhyJ2Ha1GEjIIk58gKD20E1Z5nLlN6D6w13TCU-G-41MgNbtj7LRPwb7qyGZCMQ2NSinlwDLCJySkaPeqIIvHPmna2WUV1_-dfICnXqHX1yM8rTmz0rT_zSF2-3ejFoNmfYy-qFp69lP-oVD3r33DD0Akf1zl9sP_Q-g3k6uFtE_WKJ-mdWQK6oPctT2tFFE4LcG6gmmyVk6OUxTDSPFG9_g2vgXcwHrDv1sjyrpPYu3XTIKg2nsjuwJ7ji4Yn6rGW-7DdTJBTeuyusali1dSJSNHJBjdBPySOD_I=&p=17&fvj=1&vjs=3,1 day ago,year,65000.0,80000.0,1440
8922,pj_8ee0640f86073575,Chicago,data+scientist,Data Scientist Architect,Lenox Executive Search,MUST HAVES for the Data Scientist Architect:. Proven experience with global Sales and Marketing organizations and experience with pharmaceutical data sources e...,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AFRV3_2dkB6SuydGIGxPVEJoJqCW_np2MhSmgJaCX6psULqOrDhGc7TYQOH0y9beiLPHC-CwkaUkro7yQVBcYZkd_7pshBEXbapWJQyGbahhV2iWhdDjm53SaP3RJXJGGb_Ze9pAZWVcWOaq33KbuDA3tfzA7qx30b2a799kF84xaZ3rOB8_AipeGJ8hz-F3fXMKGWZMt4bnqHI-Ktr4wvNSFB7_dLAQ5AJFlSmSV3ma3cAmW1QkidUKoPAnFDx38gaAIkJ4XbJyDFqKHaUkjwS_k4wycRN1DKBl62RSYPawqq6gvW_zdcXgpi5khkz2yM7BkuWLDlPdL_CAig4u4G1VPz8uCxFMdi6MKTBPbDQOEBOcXYHoBa7nADN0oZtJeWrIpE80bceGnXGFjqAPX8hVjfLzZhIQdK0aEsyyoVeYSrX7945FpsKxuMGS0-1xs=&p=6&fvj=1&vjs=3,3 hours ago,year,102000.0,151000.0,180
8923,p_61617740719f6e40,Chicago,data+scientist,Data Scientist - University Students,McKinsey & Company,"You will perform statistical data analyses, data mining and optimizations using multiple tools and techniques to get insights from large complex data sets....",https://www.indeed.com/rc/clk?jk=61617740719f6e40&fccid=6576e7250aa78c3c&vjs=3,23 days ago,year,87000.0,128000.0,33120
8924,p_4a6d01937f5d4986,Chicago,data+scientist,Data Scientist,Crowe,A combination of data scientists and machine learning engineers create and deploy AI functionality into software to solve complex problems....,https://www.indeed.com/rc/clk?jk=4a6d01937f5d4986&fccid=994b5c764776123e&vjs=3,1 day ago,year,114000.0,168000.0,1440
8926,p_51da769cfd50ca2a,Chicago,data+scientist,Data Scientist - Summer Intern - University Students,McKinsey & Company,"You will perform statistical data analyses, data mining and optimizations using multiple tools and techniques to get insights from large complex data sets....",https://www.indeed.com/rc/clk?jk=51da769cfd50ca2a&fccid=6576e7250aa78c3c&vjs=3,23 days ago,year,85000.0,125000.0,33120
8928,p_45194469c2e9c8e4,Chicago,data+scientist,Data Science Solutions Consultant-PS22959,"Anthem, Inc.","Specialists who design, build, and integrate data from different sources, with support from IT, which enable Data Scientists to create algorithms/models in the...",https://www.indeed.com/rc/clk?jk=45194469c2e9c8e4&fccid=2a4da7fa99f4b9ae&vjs=3,7 days ago,year,108000.0,160000.0,10080
8929,p_d739f728b14e92ef,Chicago,data+scientist,Data Support Analyst - Entry-Level - Technology Startup,Enterprise Peak,"We operate utilizing our virtual consulting platform of scientists, engineers, and management consultants to deliver global engagements....",https://www.indeed.com/company/Enterprise-Peak/jobs/Data-Support-Analyst-d739f728b14e92ef?fccid=01046231f71a939f&vjs=3,30+ days ago,hour,37440.0,54080.0,43200
8932,p_522ca1618f41d807,Chicago,data+scientist,Data Scientist US (m/f),Relayr,We are looking to recruit highly motivated engineers and scientists that can successfully rise to the diverse challenges in the emerging market of Internet of...,https://www.indeed.com/rc/clk?jk=522ca1618f41d807&fccid=b2a647a4627655a5&vjs=3,6 days ago,year,97000.0,143000.0,8640
8949,p_d71f80a0708a1a60,Chicago,data+scientist,Artificial Intelligence - Machine Learning Specialist,hoytNIVA,Candidates Required to have Machine Learning Experience. Working hand-in-hand with Dr....,https://www.indeed.com/company/hoytNIVA/jobs/Artificial-Intelligence-d71f80a0708a1a60?fccid=cc24122fb5915e6a&vjs=3,21 days ago,year,65000.0,125000.0,30240
8958,pj_8ee0640f86073575,Chicago,data+scientist,Data Scientist Architect,Lenox Executive Search,MUST HAVES for the Data Scientist Architect:. Proven experience with global Sales and Marketing organizations and experience with pharmaceutical data sources e...,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AFRV3_2dkB6SuydGIGxPVEJoJqCW_np2MhSmgJaCX6psULqOrDhGc7TYQOH0y9beiLPHC-CwkaUkro7yQVBcYZkd_7pshBEXbapWJQyGbahhV2iWhdDjm53SaP3RJXJGGb_Ze9pAZWVcWOaq33KbuDA3tfzA7qx32hOrCxHB2PCHkwfJxga7b5C992BMhhhheSyu-4CdU0_W65cbDZvxOZikL3L0YEogLHyo4c8ZB3jJPJvujoFhaGc-g3KBy18fcLLaOsBoa2YZJWNobsgSX2N5hyAI38MsEVXOe7zEPJbRY49n7ZUb6Uq5Sz46kzm-rTNWwENJGA3aUS01qgpDDnWX7-vsn1Pxjm9kE4skWwF18fVjAOzeCFTzrExZZ9n_si03NU9gFeYuHx8lmbDZ2XH-0ciAKQ6_1xdP3PhKqS_8YgWfSnixBkWPeWQSqKTDU=&p=4&fvj=1&vjs=3,3 hours ago,year,102000.0,151000.0,180
8960,p_ec2ad969e7d02af4,Chicago,data+scientist,Data Scientist - Artificial Intelligence,Ulta Beauty,"Ensure data integrity by leveraging proven methodologies, including data reconciliation, data integration and data audits....",https://www.indeed.com/rc/clk?jk=ec2ad969e7d02af4&fccid=756537cd73891813&vjs=3,30+ days ago,year,82000.0,122000.0,43200
8961,p_fa03d6038013f9a3,Chicago,data+scientist,Data Scientist / Quantitative Analyst,S&P GLOBAL MARKET INTELLIGENCE,"Data Scientist / Quantitative Analyst. Utilizing the uniqueness and depth of our combined data and analytics offerings, the research group uncovers new...",https://www.indeed.com/rc/clk?jk=fa03d6038013f9a3&fccid=2c2386465bad2305&vjs=3,30+ days ago,year,86000.0,127000.0,43200
8963,p_14bf81ba9b0d8cab,Chicago,data+scientist,"Associate, Data Scientist, Financial Services",KPMG,Minimum of two years of experience working in teams of data & analytics professionals to deliver on business-driven analytics projects using natural language...,https://www.indeed.com/rc/clk?jk=14bf81ba9b0d8cab&fccid=2dd390c3a48a7ed0&vjs=3,6 days ago,year,93000.0,138000.0,8640
8964,p_722089021c9a6884,Chicago,data+scientist,"Optimization Data Scientist Analyst, Data Scientist or Data Scientist Senior-PS22152","Anthem, Inc.","Data Scientist Analyst, Data Scientist or Data Scientist Senior:. For Data Scientist Sr requires 5 years or more predictive analytics....",https://www.indeed.com/rc/clk?jk=722089021c9a6884&fccid=2a4da7fa99f4b9ae&vjs=3,28 days ago,year,99000.0,146000.0,40320
8965,p_7a6764d70d9fb102,Chicago,data+scientist,Data Scientist,Anixter,"Anixter is seeking a Data Scientist who is responsible for modeling complex problems, discovering company insights and identifying opportunities using...",https://www.indeed.com/rc/clk?jk=7a6764d70d9fb102&fccid=87a89eed4f0f35b3&vjs=3,27 days ago,year,84000.0,124000.0,38880
8966,p_c8dc9d1732de42e7,Chicago,data+scientist,"Data Scientist, Risk",Groupon,"Experience with R, Python, Linux, SAS, Hadoop, ETL management and Data Visualization (Tableau) is preferred....",https://www.indeed.com/rc/clk?jk=c8dc9d1732de42e7&fccid=863ad2cc91c92c82&vjs=3,30+ days ago,year,90000.0,133000.0,43200
8967,p_45194469c2e9c8e4,Chicago,data+scientist,Data Science Solutions Consultant-PS22959,"Anthem, Inc.","Specialists who design, build, and integrate data from different sources, with support from IT, which enable Data Scientists to create algorithms/models in the...",https://www.indeed.com/rc/clk?jk=45194469c2e9c8e4&fccid=2a4da7fa99f4b9ae&vjs=3,7 days ago,year,108000.0,160000.0,10080
8970,pj_c3ef052dc560dc6d,Chicago,data+scientist,"Medicare Insurance Agent – Industry-best comp plan, popular carriers",ASSURANCE Independent Agents,"Our team of engineers, data scientists, marketers, architects, and designers are building systems using advanced science to make humans better....",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Ay34pLxNpM2b2APydG9FPHc7HhqjeNrk9_gDXaaFM3GpatDp6oFvMB2MdvngzLRtLsj3sDNQYKq9p8Fouh2dQ8zkviNMdKW_fu0zvfm9bq4MYovx_U3llPsX_cG3Kq7RyZty_zj62Kq6aUa2p_yON8xwCFswLxFoSi1b-YnttOfw885wECBM-JC5PgqNakujyTHkeaMQXY9C5RbZRy2spjcs6si6G0yqOSgmbtUoJXp5MctfiROTZRhvry84K3HDi59XQ0cJoUwqwya6C6gibKk6gypECRC-LreXCl4FJPIiFHeCUi--_RL45rIbHFz37GRLENZhyEZT8mXC1P9MXPI5KrEII89fhxrYS3W0Qh2LP9mk1ube6XjZhjcUtVKpS61sUkTyEVHuWOb3AnKeI-HxFVYtjn_64T0TV6MHrMNff0dAwbuI1ihplT_nRQGe81gkrjdZwKfjmbF5iuZtrzucwd2oORKeCLu2FtDKIOtpM0vJGhpaMseRCgVamfgfGXO5VH9nFJTBQbOwA9arP-7yniBAxO-B4=&p=16&fvj=1&vjs=3,1 day ago,year,50000.0,125000.0,1440
8974,p_d8fab8c9b0c4d6ca,Chicago,data+scientist,Insurance Data Scientist,TransUnion,"What we love to see:. TransUnion's Internal Job Title:. At TransUnion, we have a welcoming and energetic environment that encourages collaboration and...",https://www.indeed.com/rc/clk?jk=d8fab8c9b0c4d6ca&fccid=663ece44ae074b32&vjs=3,29 days ago,year,93000.0,137000.0,41760
8977,p_2ce167ecaaa8439c,Chicago,data+scientist,Data Scientist - Versay,"Vail Systems, Inc.",If you enjoy solving complex puzzles; A high tolerance for ambiguity. An analytical and creative mind....,https://www.indeed.com/rc/clk?jk=2ce167ecaaa8439c&fccid=84895b4f5db01258&vjs=3,30+ days ago,year,101000.0,149000.0,43200
8978,p_fa03d6038013f9a3,Chicago,data+scientist,Data Scientist / Quantitative Analyst,S&P GLOBAL MARKET INTELLIGENCE,Insights from Academic Literature. Intellectual curiosity and inquisitiveness. The Career Opportunity:. High degree of comfort with large datasets....,https://www.indeed.com/rc/clk?jk=fa03d6038013f9a3&fccid=2c2386465bad2305&vjs=3,30+ days ago,year,86000.0,127000.0,43200
8980,p_0fbeffaa4569505c,Chicago,data+scientist,"Applied Data Scientist, Commercial",Civis Analytics,SQL experience a plus. Downtown open office environment near great restaurants and all public transportation options....,https://www.indeed.com/rc/clk?jk=0fbeffaa4569505c&fccid=85806092f576a90e&vjs=3,30+ days ago,year,87000.0,128000.0,43200
8981,p_087c8b37f95b161d,Chicago,data+scientist,Data Scientist,"Strata Decision Technology, L.L.C.","Selecting features, building and optimizing classifiers using machine learning techniques. We look for someone who:....",https://www.indeed.com/rc/clk?jk=087c8b37f95b161d&fccid=819ba02458313a7e&vjs=3,30+ days ago,year,91000.0,134000.0,43200
8982,p_39988959a7b15815,Chicago,data+scientist,Pricing & Promotions Data Scientist,Groupon,"Collaborate with Engineering, Central Data Science, Product Management & various Marketing teams to data-driven insights that improve performance....",https://www.indeed.com/rc/clk?jk=39988959a7b15815&fccid=863ad2cc91c92c82&vjs=3,30+ days ago,year,81000.0,120000.0,43200
8988,pj_8ee0640f86073575,Chicago,data+scientist,Data Scientist Architect,Lenox Executive Search,"No. BA or BS in an analytical field such as statistics, operations research, management science, engineering, economics, math, etc....",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AFRV3_2dkB6SuydGIGxPVEJoJqCW_np2MhSmgJaCX6psULqOrDhGc7TYQOH0y9beiLPHC-CwkaUkro7yQVBcYZkd_7pshBEXbapWJQyGbahhV2iWhdDjm53SaP3RJXJGGb_Ze9pAZWVcWOaq33KbuDA3tfzA7qx30yFZZFlJroytdJ5p0GLbueRcGf04RohL211vtxnTm0B0hsxo5zmLUNVzCR9XEeOp7Es_ZJDluTx8qLgpum9a-RBx1TA_BhKENwfvszTVq8TLLfLrcUjAOhaqInZj57_G8sXst_wNzQCyr6q4ZCkvrZDZ69Csb--lQaFhfEVLtz1StL4ojkvWsoOvESvGYZblQYjcfZjMTiy6csGQ07_37bmBISs7VVlsg7rrgNdqDJbW7SBHO-n8t-mjzSB_cEjuCNfvJMXmOuKIojRu4stj0JZIHOP02T0Po=&p=15&fvj=1&vjs=3,3 hours ago,year,102000.0,151000.0,180
9011,p_477d262cf4824267,Chicago,data+scientist,Scientist III (Chromatography),"Pinpoint Pharma, LLC","Write and Review technical data, documents, SOPs and proposals as required. 2-5 years’ relevant previous laboratory experience in a regulated industry with...",https://www.indeed.com/rc/clk?jk=477d262cf4824267&fccid=aebc0fc4e5203b51&vjs=3,15 hours ago,hour,56160.0,62400.0,900
9017,p_533e20c7c9d9820d,Chicago,data+scientist,Stability Coordinator - Pharmaceutical,"Pinpoint Pharma, LLC","The Stability Coordinator is a scientific quality assurance position which reports to Corporate Stability Management, whether by reporting directly to the...",https://www.indeed.com/rc/clk?jk=533e20c7c9d9820d&fccid=aebc0fc4e5203b51&vjs=3,14 days ago,hour,47840.0,52000.0,20160
9051,p_ec2ad969e7d02af4,Chicago,data+scientist,Data Scientist - Artificial Intelligence,Ulta Beauty,"Ensure data integrity by leveraging proven methodologies, including data reconciliation, data integration and data audits....",https://www.indeed.com/rc/clk?jk=ec2ad969e7d02af4&fccid=756537cd73891813&vjs=3,4 months ago,year,82000.0,122000.0,172800
9057,p_67ecbea2c4305584,Chicago,data+scientist,Senior Data Architect,VSoft Corporation,"The senior data architect will collaborate with data scientists to wrangle data for the design, development, and deployment of advanced analytics solutions...",https://www.indeed.com/company/VSoft-Corporation/jobs/Senior-Data-Architect-67ecbea2c4305584?fccid=4748644aadf30e6d&vjs=3,16 days ago,year,125000.0,160000.0,23040
9058,p_a3564af7f4d90d88,Chicago,data+scientist,Data Scientist / Quantitative Researcher – High Frequency Futures,Wolverine Trading,Advanced knowledge of modern statistical and machine learning techniques. Acquisition of new data sets and cleaning/maintenance of new and existing data sets....,https://www.indeed.com/rc/clk?jk=a3564af7f4d90d88&fccid=1ec8c83c883d1273&vjs=3,7 months ago,year,104000.0,153000.0,302400
9061,pj_c3ef052dc560dc6d,Chicago,data+scientist,"Medicare Insurance Agent – Industry-best comp plan, popular carriers",ASSURANCE Independent Agents,"Our team of engineers, data scientists, marketers, architects, and designers are building systems using advanced science to make humans better....",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Ay34pLxNpM2b2APydG9FPHc7HhqjeNrk9_gDXaaFM3GpatDp6oFvMB2MdvngzLRtLsj3sDNQYKq9p8Fouh2dQ8zkviNMdKW_fu0zvfm9bq4MYovx_U3llPsX_cG3Kq7RyZty_zj62Kq6aUa2p_yON8xwCFswLxFoSjvN3EbOBUfsQGF02fSsb-IN33wVt06-38LH774F-jYoIy45dTWr3Ltl8FH31xNTNvtr9tOFspL7sKzxHxE2j7C--e9UZJ2d4KbiGDlbjCcuQNqPwBBZwX1nCrBoa_g9cbcFojg_Ej9MEhfQBmDkfCtD-oOyNjvqpYzCO8xdPv-8h5Z8WjF1v8V26y7yWKBbXeSpsGm1VvYsZFJcoTdlDrxW5FluqimNuYgCm7sHPSD1KQ1nMKWrxXudpfQq5GUlB-1ZOlIrbboy-qx1_f8PHdWgx94DRNXIlI-IQqpoa3VtVn_TpQUZ8WdLWS8VK4OU0XeF8K9d6YGdcPvPA0ZdS-fycNysbng4rvurei-6d4Zd_oMWNbLqIQ2j7K-OXlWkY=&p=12&fvj=1&vjs=3,1 day ago,year,50000.0,125000.0,1440
9066,pj_8ee0640f86073575,Chicago,data+scientist,Data Scientist Architect,Lenox Executive Search,MUST HAVES for the Data Scientist Architect:. Proven experience with global Sales and Marketing organizations and experience with pharmaceutical data sources e...,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AFRV3_2dkB6SuydGIGxPVEJoJqCW_np2MhSmgJaCX6psULqOrDhGc7TYQOH0y9beiLPHC-CwkaUkro7yQVBcYZkd_7pshBEXbapWJQyGbahhV2iWhdDjm53SaP3RJXJGGb_Ze9pAZWVcWOaq33KbuDA3tfzA7qx32Fs7MPl0MqIOcgvSRdafjYsvf78R4OI-sndph42gFazt5olhphS9iea0Y6IlrDbabkSIDXD7n1by5GuSUk3-gefRxFvVIhlWmMTrOiZz5A6SdE-EoR1IRrqLS6u1Xj7hlJwsn_Q1-MYWkzwM7hLTOBFxchiK3U-s2RNZtDKRNn1iw4Z-8q3oJ8Uvinvk2NjaOs6nyGW5Z1xe3ko_k3HcTEvu2spgjOXGyq12qIhydtie3qvStws9zZzWbPIN9xu5vlu4ekMtRFj8OxRu9ztUDLP3twLTMd0wc=&p=17&fvj=1&vjs=3,3 hours ago,year,102000.0,151000.0,180
9068,p_45194469c2e9c8e4,Chicago,data+scientist,Data Science Solutions Consultant-PS22959,"Anthem, Inc.","Specialists who design, build, and integrate data from different sources, with support from IT, which enable Data Scientists to create algorithms/models in the...",https://www.indeed.com/rc/clk?jk=45194469c2e9c8e4&fccid=2a4da7fa99f4b9ae&vjs=3,7 days ago,year,108000.0,160000.0,10080
9070,p_f8e0f6ca7b314230,Chicago,data+scientist,Data Scientist,Options Clearing Corporation,"Master’s degree in physics, math, or related quantitative field plus one (1) year of experience as computational physics research assistant or data scientist....",https://www.indeed.com/rc/clk?jk=f8e0f6ca7b314230&fccid=70e16765341fb198&vjs=3,30+ days ago,year,76000.0,112000.0,43200
9077,p_65e6576f62cdfb6f,Chicago,data+scientist,Data Scientist Lead,Uptake,Our leads also manage and support teams of data scientists to help them succeed. What Data Scientists Do Here....,https://www.indeed.com/rc/clk?jk=65e6576f62cdfb6f&fccid=c7e4414dffeb89b5&vjs=3,30+ days ago,year,98000.0,144000.0,43200
9083,pj_8ee0640f86073575,Chicago,data+scientist,Data Scientist Architect,Lenox Executive Search,MUST HAVES for the Data Scientist Architect:. Proven experience with global Sales and Marketing organizations and experience with pharmaceutical data sources e...,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AFRV3_2dkB6SuydGIGxPVEJoJqCW_np2MhSmgJaCX6psULqOrDhGc7TYQOH0y9beiLPHC-CwkaUkro7yQVBcYZkd_7pshBEXbapWJQyGbahhV2iWhdDjm53SaP3RJXJGGb_Ze9pAZWVcWOaq33KbuDA3tfzA7qx338w8v2lb7T-dazVejN0hJCphl6g0GjXAUqT3gXeqvc0emJs7SLgPHb6kPiiq9CQutmQZ6JP8lZ-kbY0j1b6BMI9XNsMc0hSnmNT4u3LIbR7vUBVvGyi4N47ulla4jBFg1ySxPXhKnIGi79xgmFayySnutph5KOTwFeMLJol3TamViqrqWOsHPXUpQI9lPJXG31QToqVAX9j55Kh_0yoqyNjpDh735BcHAIlug23TDDui6Uk2GqWq2_zi1HN5FZCzGlI5TMCcWZQzX822-fCZTecNTwJ_7F5Dg=&p=15&fvj=1&vjs=3,3 hours ago,year,102000.0,151000.0,180
9087,p_961b020284321ef1,Chicago,data+scientist,Principal Data Scientist(Enterprise Data Science)-PS17103,"Anthem, Inc.",Requires MA/MS in Statistics Computer Science Mathematics Machine Learning Econometrics Physics Biostatistics or related Quantitative disciplines....,https://www.indeed.com/rc/clk?jk=961b020284321ef1&fccid=2a4da7fa99f4b9ae&vjs=3,19 days ago,year,112000.0,165000.0,27360
9088,p_021a909dd584470c,Chicago,data+scientist,Data Scientist,Relativity,"Deep understanding of machine learning techniques and algorithms, such as Latent Semantic Analysis, Support Vector Machine, Natural Language Processing...",https://www.indeed.com/rc/clk?jk=021a909dd584470c&fccid=fba55399536c27ec&vjs=3,30+ days ago,year,98000.0,144000.0,43200
9091,p_e21f3da5bcd65377,Chicago,data+scientist,Machine Learning Data Scientist,Wolverine Trading,"Masters or PhD in Statistics, Physics, Applied Mathematics Computer Science/Machine Learning, or other highly quantitative field (or related subject)....",https://www.indeed.com/rc/clk?jk=e21f3da5bcd65377&fccid=1ec8c83c883d1273&vjs=3,30+ days ago,year,122000.0,180000.0,43200
9094,p_87df725db111cb69,Chicago,data+scientist,Data Scientist,C3.ai,"In addition, you will help find the appropriate machine learning / data mining algorithms to answer these questions....",https://www.indeed.com/rc/clk?jk=87df725db111cb69&fccid=50a61f19a5b28415&vjs=3,30+ days ago,year,116000.0,172000.0,43200
9095,p_bf07cbb69ca5fb0d,Chicago,data+scientist,Data Scientist,KEYENCE,"Prior Data Analytics Consulting Experience. Experienced using Python, R, or other analytics software to solve business problems....",https://www.indeed.com/rc/clk?jk=bf07cbb69ca5fb0d&fccid=27c5dc575875c7c7&vjs=3,24 days ago,year,70000.0,103000.0,34560
9101,pj_8ee0640f86073575,Chicago,data+scientist,Data Scientist Architect,Lenox Executive Search,MUST HAVES for the Data Scientist Architect:. Proven experience with global Sales and Marketing organizations and experience with pharmaceutical data sources e...,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AFRV3_2dkB6SuydGIGxPVEJoJqCW_np2MhSmgJaCX6psULqOrDhGc7TYQOH0y9beiLPHC-CwkaUkro7yQVBcYZkd_7pshBEXbapWJQyGbahhV2iWhdDjm53SaP3RJXJGGb_Ze9pAZWVcWOaq33KbuDA3tfzA7qx33gUp8MVTh65e6au8ZkVTjjoocbbkihEhPq2AtT41OT_3wWTpOe5j7IJmWZ2Xk41bnlnYDoIE4WbuMA3v735lsL_Qoax42fG-cQ2hX4bD2QMbP1JSpVEMGBJO7hq3DMcfgTS_izrpRf8wv-YUpMgcdUszkL-d4IHRkvL60tRkFZuPOHNKB2r8m78rxTxmlGxZ1HJIguJ-u5aeRQblUzgceDct_b-1fY93JK-3d_HpgeC1I8kwKssTkk9hS24h0yzgBspRq5z9qV70npIu9QkRXLPXgdsG7f4SY=&p=14&fvj=1&vjs=3,3 hours ago,year,102000.0,151000.0,180
9121,p_21862797c33950f1,Chicago,data+scientist,Data Scientist,Illinois Policy Institute,"Data mining and data analysis:. The ideal candidate has a minimum of a master’s degree in Data Science, Computer Science, Econometrics, Statistics, Physics,...",https://www.indeed.com/rc/clk?jk=21862797c33950f1&fccid=ab5c41f94e9ea146&vjs=3,30+ days ago,year,86000.0,127000.0,43200
9123,p_7558b4e1a21eb2f5,Chicago,data+scientist,Senior Manager Data Science,"Blue Cross Blue Shield of IL, MT, NM, OK & TX",This position is responsible for coordinating the work of a team of data scientists providing machine learning and modeling capabilities to solve business...,https://www.indeed.com/rc/clk?jk=7558b4e1a21eb2f5&fccid=f0982fe98d8ebba0&vjs=3,30+ days ago,year,95000.0,140000.0,43200
9124,p_15309d33b3b35c3c,Chicago,data+scientist,Data Scientist,Reputation.com,"A strong background in machine learning, stochastic modeling, predictive analytics and experience building data products with these techniques....",https://www.indeed.com/rc/clk?jk=15309d33b3b35c3c&fccid=91a19c91e2fb2c6e&vjs=3,30+ days ago,year,96000.0,141000.0,43200
9125,p_087c8b37f95b161d,Chicago,data+scientist,Data Scientist,"Strata Decision Technology, L.L.C.","As a Data Scientist, you will have the opportunity to work with many of the nation’s leading healthcare providers in utilizing their financial, operational, and...",https://www.indeed.com/rc/clk?jk=087c8b37f95b161d&fccid=819ba02458313a7e&vjs=3,30+ days ago,year,91000.0,134000.0,43200
9127,p_6b2440f469325efe,Chicago,data+scientist,Data Science Engineer,Nielsen,Work alongside scientists and engineers as the subject matter expert for building machine learning pipelines in our cloud environment....,https://www.indeed.com/rc/clk?jk=6b2440f469325efe&fccid=683f563b5cc25b70&vjs=3,30+ days ago,year,107000.0,158000.0,43200
